year,month,state,genus_species,serotypeorgenogroup,status,locationofconsumption,totalill,totalhospitalizations,totaldeaths,foodvehicle,contaminated_ingredient,serialid
1999,August,Oregon,Scombroid toxin,,Confirmed,Grocery store,7,0,0,"tuna, unspecified",Fin fish,301
1999,August,Oregon,,,,Restaurant - other or unknown type,50,0,0,ranch dressing,,302
1999,August,Oregon,,,,Private home,12,0,0,"seafood dish, unspecified",,303
1999,August,Oregon,,,,Restaurant - other or unknown type,17,0,0,,,304
1999,July,Oregon,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,13,0,0,"roast beef, unspecified",,305
1999,July,Oregon,Norovirus,,Confirmed,Restaurant - other or unknown type,44,0,0,"mixed fruit; sandwich, unspecified",,306
1999,July,Oregon,Norovirus,GI / Norwalk cluster,Confirmed,Camp,187,0,0,,,307
1999,July,Oregon,Norovirus,"Genogroup I (GI), non typeable by GI probes",Confirmed,Restaurant - other or unknown type,43,0,0,shrimp dishes unspecified,,308
1999,April,Oregon,,,,"Nursing home, assisted living facility, home care",20,2,0,,,309
1999,April,Oregon,Norovirus,,Confirmed,"Nursing home, assisted living facility, home care",21,2,0,,,310
1998,September,Oregon,Clostridium perfringens,,Suspected,Other,250,0,0,"beef, unspecified",,311
2000,May,Michigan,,,,,3,0,0,"chicken, unspecified; coleslaw; potato, unspecified",,312
2000,September,Florida,Salmonella enterica,,Confirmed,Restaurant - other or unknown type,3,1,0,"pork, roasted",Pork,313
1998,June,Oklahoma,Vibrio parahaemolyticus,,Confirmed,Restaurant - other or unknown type,8,1,0,"oysters, unspecified",Shellfish,314
1999,October,Oklahoma,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,25,6,0,"apple cider, unpasteurized",,315
1999,December,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,30,0,0,"salad, unspecified",,316
1999,July,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,6,,,,,317
1999,January,Ohio,Other chemical,,Suspected,Private home,4,,,"tea, unspecified",,318
1999,July,Ohio,,,,Other,30,,,,,319
1999,April,Ohio,Norovirus,,Suspected,Private home,12,0,0,,,320
1999,December,Ohio,,,,Restaurant - other or unknown type,18,,,,,321
1999,February,Ohio,,,,Private home; Restaurant - other or unknown type,12,,,,,322
1999,April,Ohio,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,3,,,egg rolls,,323
1999,December,Ohio,,,,Restaurant - other or unknown type,3,,,,,324
1999,December,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,16,0,0,,,325
1998,December,Ohio,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,6,,,"ethnic style, unspecified",,326
1999,October,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,245,0,0,house salad,,327
1998,December,Ohio,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,5,,,"chicken, nuggets/fingers; french fries; lettuce-based salads unspecified",,328
1999,May,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,66,0,0,,,329
1999,May,Ohio,,,,Restaurant - other or unknown type,2,0,0,"burrito, unspecified; fajita, chicken",Chicken,330
1999,May,Ohio,Bacillus cereus,,Confirmed,Private home,4,,0,mashed potato/gravy,,331
1999,January,Ohio,,,,Private home,4,0,0,"fried rice, unspecified; shrimp dishes unspecified",,332
1999,December,Ohio,,,,Restaurant - other or unknown type,2,0,0,"fried rice, unspecified",,333
1999,September,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,63,1,,"salad, unspecified; sandwich, unspecified",,334
1999,August,Ohio,Clostridium perfringens,,Confirmed,,55,,,"roast beef, unspecified",,335
1999,July,Ohio,,,,Private home,4,0,0,"pizza, unspecified",,336
1999,September,Ohio,Norovirus,,Suspected,"Fair, festival, temporary mobile service",39,,0,,,337
1999,April,Ohio,,,,Private home,4,0,0,"chicken, unspecified",,338
1999,March,Ohio,Other chemical,,Suspected,Private home,4,,,"pizza, unspecified",,339
1999,November,Ohio,,,,Private home,10,,,"turkey, unspecified",,340
1999,December,Ohio,,,,Restaurant - other or unknown type,3,0,0,,,341
1999,July,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,18,,0,,,342
1999,December,Ohio,Norovirus,,Confirmed,Other,83,1,0,"salad, unspecified",,343
1999,December,Ohio,Norovirus,,Confirmed,Other,26,2,,caesar salad,,344
1999,March,Ohio,Norovirus,,Confirmed,Restaurant - other or unknown type,43,,0,unspecified fruit; vegetable-based salads unspecified,,345
1999,July,Ohio,Norovirus,,Confirmed,Camp,42,4,,,,346
1999,June,Ohio,Norovirus,,Confirmed,Private home,14,0,0,"cake, unspecified; corned beef, unspecified",,347
1999,April,Ohio,Staphylococcus aureus,,Confirmed,Private home,4,,,"pie, unspecified",,348
1999,April,Ohio,Norovirus,,Confirmed,Other,19,0,0,"turkey, unspecified",,349
1999,November,Ohio,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,13,,,turkey and gravy,,350
1999,October,Ohio,,,,Private home; Restaurant - other or unknown type,9,,,,,351
1998,October,Ohio,,,,Private home; Restaurant - other or unknown type,9,,,,,352
1998,December,Ohio,,,,Restaurant - other or unknown type,2,0,0,,,353
1998,December,Ohio,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,2,0,0,"chicken, buffalo wings",,354
1999,August,Ohio,,,,"Workplace, not cafeteria",44,0,0,"salad, unspecified",,355
1999,January,Ohio,,,,Private home,4,,,"chicken, buffalo wings",,356
1999,November,Ohio,,,,Private home,8,,,"shrimp, unspecified",,357
1999,March,Ohio,Staphylococcus aureus,,Confirmed,"Workplace, not cafeteria",5,3,0,"roast beef, unspecified",,358
1999,March,Ohio,,,,School,16,0,0,,,359
1999,December,Ohio,Norovirus,,Confirmed,Private home,9,0,0,relish tray,,360
1999,May,Ohio,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,16,0,0,crab dishes,,361
1999,May,Ohio,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Private home,21,0,0,,,362
1999,December,Ohio,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,73,,0,"ice cream, unspecified",,363
1999,April,Ohio,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,29,0,0,,,364
1999,October,Ohio,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,47,23,0,"salad, unspecified",Leafy,365
1999,February,Ohio,Salmonella enterica,Adelaide,Confirmed,Hospital,11,,,"frosting/icing, unspecified",,366
1999,September,Ohio,Salmonella enterica,Typhimurium,Confirmed,School,82,,0,"chocolate milk, unspecified",,367
1999,November,Ohio,,,,"Prison, jail",8,,,,,368
1999,November,Ohio,,,,Other; Restaurant - other or unknown type,8,,,,,369
1999,February,Ohio,,,,Restaurant - other or unknown type,2,,,,,370
1999,February,Ohio,,,,Private home,5,,,,,371
1999,December,Ohio,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Other,8,,0,,,372
1999,December,Ohio,Norovirus,,Confirmed,School,150,0,0,"cookies, unspecified",,373
1999,November,Ohio,Norovirus,GI / Norwalk cluster,Confirmed,Other,3,,0,"pizza, unspecified",,374
1999,July,Ohio,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,18,11,,coleslaw,Leafy,375
1999,May,Ohio,Norovirus,,Suspected,Private home,8,0,0,"cake, unspecified; cookies, unspecified",,376
1999,May,Ohio,Norovirus,,Suspected,Private home,7,0,0,fruit salad,,377
1999,November,Ohio,,,,Restaurant - other or unknown type,27,0,0,,,378
1999,November,Ohio,,,,Restaurant - other or unknown type,13,0,0,caesar salad,,379
1999,July,New York,,,,Other,60,,,,,380
1999,April,New York,Campylobacter unknown,,Confirmed,,3,,,,,381
1999,December,New York,Listeria monocytogenes,,Confirmed,Hospital,6,,,,,382
1999,November,New York,Other viral,,Suspected,Restaurant - other or unknown type,14,,,"bread, unspecified; salad, unspecified",,383
1999,October,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,fish blue marlin,Fin fish,384
1999,August,New York,Clostridium perfringens,,Confirmed,Other,12,,,"biscuits and gravy; chicken, unspecified; mashed potato/gravy",,385
1999,June,New York,Scombroid toxin,,Suspected,Restaurant - other or unknown type,3,,,yellowfin tuna,,386
1999,January,New York,,,,Restaurant - other or unknown type,9,,,"bread, unspecified",,387
1999,October,New York,Listeria monocytogenes,,Confirmed,Private home,4,,,"hot dog, unspecified",Beef,388
1998,November,New York,,,,Private home,4,,,multiple foods,,389
1998,November,New York,,,,,15,,,,,390
1998,October,New York,Hepatitis A,,Confirmed,Restaurant - other or unknown type,8,1,,,,391
1998,October,New York,,,,"Prison, jail",7,0,0,"swiss cheese, unspecified",,392
1998,October,New York,,,,Private home,3,0,0,"fried rice, unspecified; rice, unspecified",,393
1998,October,New York,Staphylococcus aureus,,Confirmed,School,19,,,"deli meat, sliced turkey ham; macaroni and cheese",,394
1998,October,New York,Scombroid toxin,,Suspected,School,38,0,0,"chicken, marsala; tuna, unspecified",Fin fish,395
1998,September,New York,Salmonella enterica,Group D2,Confirmed,Private home,5,1,,"ground beef, meatballs",,396
1998,September,New York,,,,,5,0,0,,,397
1998,August,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,tuna burger,,398
1998,July,New York,Hepatitis A,,Confirmed,Other,12,,,,,399
1998,July,New York,,,,Restaurant - other or unknown type,4,,,,,400
1998,June,New York,,,,Other,4,,,,,401
1998,June,New York,Scombroid toxin,,Confirmed,,28,,,"tuna, unspecified",Fin fish,402
1998,June,New York,Salmonella enterica,Typhimurium,Confirmed,Private home,5,,,guinea pig,,403
1998,June,New York,Salmonella enterica,Typhimurium,Confirmed,Other,134,10,0,multiple foods,,404
1998,June,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,1,0,tuna burger,,405
1998,June,New York,,,,Other,29,0,0,,,406
1998,May,New York,,,,School,15,,,,,407
1998,March,New York,,,,Restaurant - other or unknown type,17,0,0,multiple foods,,408
1998,March,New York,,,,Restaurant - other or unknown type,5,,,"chicken, unspecified",,409
1998,March,New York,,,,Restaurant - other or unknown type,47,,,multiple foods,,410
1998,February,New York,,,,Private home,8,0,0,,,411
1998,February,New York,,,,Other,23,,,"egg salad/egg salad sandwich; fish, white",,412
1998,January,New York,Salmonella enterica,Group D1,Confirmed,Private home,3,1,0,,,413
1998,January,New York,Salmonella enterica,Group B,Confirmed,Private home,2,,,"sausage, dried",,414
1998,December,New York,,,,,4,0,0,,,415
1998,December,New York,,,,,8,0,0,,,416
1998,December,New York,,,,Restaurant - other or unknown type,5,0,0,"salad, unspecified",,417
1998,December,New York,,,,"Workplace, not cafeteria",12,0,0,,,418
1998,September,New York,,,,Restaurant - other or unknown type,16,0,0,,,419
1998,May,New York,,,,"Church, temple, etc",44,1,0,lettuce-based salads unspecified,,420
1998,December,New York,,,,"Workplace, not cafeteria",15,0,0,"mayonnaise, unspecified; turkey, unspecified",,421
1998,December,New York,,,,Restaurant - other or unknown type,12,0,0,,,422
1998,December,New York,,,,Restaurant - other or unknown type,8,,0,"salad, unspecified",,423
1998,December,New York,,,,Restaurant - other or unknown type,23,,0,"salad, unspecified",,424
1998,December,New York,,,,"Workplace, not cafeteria",45,0,0,macaroni salad,,425
1998,December,New York,,,,Restaurant - other or unknown type,4,,,,,426
1998,November,New York,Norovirus,,Confirmed,"Workplace, not cafeteria",32,3,0,,,427
1998,November,New York,,,,Restaurant - other or unknown type,23,0,0,"salad, unspecified",,428
1998,November,New York,,,,"Church, temple, etc",27,,,,,429
1998,November,New York,,,,Restaurant - other or unknown type,19,2,0,,,430
1998,November,New York,,,,Restaurant - other or unknown type,13,0,0,"ice ; pickles, dill",,431
1998,November,New York,,,,Restaurant - other or unknown type,14,0,0,,,432
1998,October,New York,,,,School,17,0,0,"turkey, unspecified",,433
1998,August,New York,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,,5,,,macaroni salad,,434
1998,August,New York,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Picnic,19,1,0,macaroni salad,,435
1998,August,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,5,0,0,"fish, bluefish",Fin fish,436
1998,July,New York,,,,School,7,0,0,,,437
1998,July,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,tuna steak,,438
1998,July,New York,Campylobacter unknown,,Confirmed,Other; Private home,3,,,"other milk, unpasteurized",Milk,439
1998,July,New York,Salmonella enterica,Group B,Confirmed,Restaurant - other or unknown type,86,31,0,,,440
1998,June,New York,,,,Camp,10,,,,,441
1998,June,New York,,,,Other,20,1,0,"chicken, roasted; gravy, unspecified",,442
1998,June,New York,,,,Restaurant - other or unknown type,16,1,0,,,443
1998,May,New York,Other chemical,,Suspected,"Prison, jail",21,,,other food *****,,444
1998,May,New York,,,,Private home,5,,0,lettuce-based salads unspecified,,445
1998,April,New York,Clostridium perfringens,,Suspected,School,12,0,0,"chicken, curry",,446
1998,April,New York,Shigella flexneri; Shigella sonnei,,Confirmed; Confirmed,Private home,5,2,0,green salad,,447
1998,April,New York,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,18,0,0,"seafood newberg; steak, beef tips",,448
1998,April,New York,,,,Restaurant - other or unknown type,16,0,0,"lettuce, unspecified",,449
1998,April,New York,,,,"Church, temple, etc",12,,,,,450
1998,March,New York,,,,Private home,14,0,0,"salad, unspecified",,451
1998,February,New York,,,,"Workplace, not cafeteria",17,0,0,,,452
1998,February,New York,,,,"Workplace, not cafeteria",17,1,0,,,453
1998,February,New York,,,,"Workplace, not cafeteria",18,,,,,454
1998,January,New York,,,,Other,26,0,0,unspecified fruit,,455
1999,November,New York,,,,Restaurant - other or unknown type,15,0,0,,,456
1999,December,New York,,,,Private home,9,,,"crab cakes; sushi, unspecified",,457
1998,February,New York,Yersinia enterocolitica,,Confirmed,Private home,9,0,0,"deli meat, multiple",,458
1999,November,New York,Other viral,,Suspected,School,7,,,"cake, brownie; salad, unspecified; unspecified beverage",,459
1999,August,New York,Other viral,,Suspected,"Workplace, not cafeteria",11,,,"pasta salad; sandwich, unspecified",,460
1999,August,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,15,,,chicken salad,Chicken,461
1999,August,New York,Salmonella enterica,Group C1,Confirmed,,2,,,,,462
1999,July,New York,,,,Restaurant - other or unknown type,4,,,"salsa, unspecified",,463
1999,June,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,5,,,"caesar salad; cake, tiramisu; pudding, rice",Eggs,464
1999,June,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,23,,,"cake, tiramisu",Eggs,465
1999,May,New York,Other viral,,Suspected,Other,70,,,multiple foods,,466
1999,May,New York,Other viral,,Suspected,Restaurant - other or unknown type,34,,,,,467
1999,April,New York,"E.coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Picnic; Private home,9,,,"ground beef, unspecified",Beef,468
1998,September,New York,Salmonella enterica,,Suspected,Other,26,,,,,469
1999,August,New York,Vibrio parahaemolyticus,,Confirmed,Private home,7,,,"crab, unspecified",Crustaceans,470
1999,December,New York,Hepatitis A,,Confirmed,"Workplace, not cafeteria",8,,,multiple foods,,471
1999,November,New York,Salmonella enterica,Stanley,Confirmed,Day care center,34,,,"turkey, roasted",Turkey,472
1999,November,New York,,,,,48,,,,,473
1999,October,New York,Clostridium perfringens; Norovirus; Rotavirus,,Confirmed; Confirmed; Confirmed,Restaurant - other or unknown type,106,,,multiple foods,,474
1999,October,New York,,,,Restaurant - other or unknown type,15,,,antipasta salad,,475
1999,September,New York,Other viral,,Suspected,Restaurant - other or unknown type,29,,,multiple foods,,476
1999,August,New York,,,,Restaurant - other or unknown type,2,,,,,477
1999,June,New York,Salmonella enterica,Typhimurium,Confirmed,Private home,12,,,,,478
1999,April,New York,,,,Restaurant - other or unknown type,53,,,,,479
1999,April,New York,Norovirus,,Confirmed,Other,184,,,multiple foods,,480
1999,March,New York,,,,School,75,,,multiple foods,,481
1999,February,New York,Vibrio parahaemolyticus,,Suspected,Restaurant - other or unknown type,3,,,seafood salad,Shellfish,482
1999,February,New York,Staphylococcus aureus,,Confirmed,Other,4,,,"fried rice, unspecified",,483
1999,February,New York,,,,Restaurant - other or unknown type,27,,,"salad, unspecified",,484
1999,February,New York,,,,Other,24,,,multiple foods,,485
1999,February,New York,,,,Other,40,,,multiple foods,,486
1999,December,New York,,,,Restaurant - other or unknown type,22,,,shrimp cocktail,,487
1999,February,New York,,,,Private home,16,,,,,488
1999,May,New York,,,,Hospital,8,,,"chicken, roasted",,489
1999,July,New York,Salmonella enterica,Typhimurium,Confirmed,Camp,13,,,,,490
1999,August,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,tuna steak,,491
1999,February,New York,,,,Private home,12,,,,,492
1999,October,New York,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,tuna burger,Fin fish,493
1999,March,New York,,,,"Nursing home, assisted living facility, home care",47,,,,,494
1999,June,New York,Salmonella enterica,Heidelberg,Confirmed,Private home,41,,,"chicken, BBQ",Chicken,495
1999,January,New York,Clostridium perfringens,,Confirmed,Private home,3,1,1,"ground beef, meatloaf",,496
